t,x(t),y(t),dx(t),dy(t)
0.0,-0.1,0.3,0.04000000000000001,-0.13
0.10101010101010101,-0.09603526534302503,0.2871454433741121,0.038510141402706324,-0.12455773914944365
0.20202020202020202,-0.09221852538865184,0.27482906992879447,0.03707006077917685,-0.11933613113409909
0.30303030303030304,-0.08854485011147785,0.263028757548039,0.035678519323230594,-0.11432656730900284
0.40404040404040403,-0.08500937485036801,0.25172398084443054,0.034334164310814555,-0.10952094419347638
0.5050505050505051,-0.08160736808342947,0.2408948676056833,0.033035670897832305,-0.1049114075150768
0.6060606060606061,-0.0783342329437162,0.2305221791677127,0.03178174514383008,-0.10049034692780032
0.7070707070707071,-0.07518550721922904,0.22058731041463514,0.030571124011996815,-0.09625039601208216
0.8080808080808081,-0.07215686335291566,0.21107228977876796,0.029402575369164165,-0.09218443227479667
0.9090909090909091,-0.06924410844267057,0.2019597792406296,0.028274897985806437,-0.08828557714925712
1.0101010101010102,-0.06644318424133512,0.1932330743289395,0.027186921536040635,-0.0845471959952159
1.1111111111111112,-0.06375016715669754,0.18487610412061814,0.02613750659762647,-0.08096289809886446
1.2121212121212122,-0.06116126825149287,0.17687343124078703,0.02512554465196631,-0.07752653667283327
1.3131313131313131,-0.05867283323932905,0.16921025129011746,0.024149958138518588,-0.07423220868276686
1.4141414141414141,-0.05628129389452715,0.16186856289054685,0.023210049437114324,-0.07107308642497492
1.5151515151515151,-0.053983135004009815,0.15483289425058996,0.022304905077747877,-0.06804312227678093
1.6161616161616161,-0.051774953273252974,0.14809256340049942,0.021433210951227143,-0.06513775032945102
1.7171717171717171,-0.04965344215595214,0.14163708044978968,0.020593701464187535,-0.06235250099731776
1.8181818181818181,-0.04761539185402238,0.13545614758723695,0.019785159539091973,-0.05968300101778004
1.9191919191919191,-0.04565768931759836,0.1295396590808793,0.019006416614230928,-0.05712497345130314
2.0202020202020203,-0.043777318245034294,0.12387770127801653,0.018256352643722353,-0.054674237681418686
2.121212121212121,-0.04197135908290401,0.11846055260521032,0.017533896097511777,-0.05232670941472471
2.2222222222222223,-0.04023698902600084,0.113278683568284,0.01683802396137219,-0.05007840068088554
2.323232323232323,-0.03857148201733776,0.10832275675232284,0.01616776173690415,-0.04792541983263196
2.4242424242424243,-0.03697220874814727,0.10358362682167378,0.015522183441535714,-0.04586397154576105
2.525252525252525,-0.03543663665788148,0.09905234051994571,0.014900411608522466,-0.04389035681913631
2.6262626262626263,-0.03396232993421201,0.09472013667000916,0.014301617286947494,-0.04200097297468756
2.727272727272727,-0.032546949513030166,0.0905784461739965,0.013725020041721468,-0.04019231365741102
2.8282828282828283,-0.031188253078446682,0.08661889201330197,0.013169887953582482,-0.03846096883536927
2.929292929292929,-0.029884095062791993,0.0828332892485815,0.012635537619096247,-0.03680362479969125
3.0303030303030303,-0.02863242664661603,0.07921364501975285,0.012121334150655938,-0.03521706416457227
3.131313131313131,-0.027431295758688322,0.07575215854599561,0.011626691176482268,-0.03369816586727402
3.2323232323232323,-0.026278847075997973,0.07244122112575115,0.01115107084062347,-0.03224390516812454
3.3333333333333335,-0.025173322023753664,0.06927341613672258,0.010693983802955307,-0.03085135365051824
3.4343434343434343,-0.024113058775383625,0.06624151903587487,0.010254989239181053,-0.029517679220915916
3.5353535353535355,-0.023096492252535683,0.06333849735943474,0.009833694840831506,-0.028240146108844698
3.6363636363636362,-0.02212215412507723,0.0605575107228907,0.009429756815264994,-0.027016114866898106
3.7373737373737375,-0.021188672811095224,0.05789191082099314,0.009042879885667343,-0.025843042370736036
3.8383838383838382,-0.02029390318965022,0.05533738112979229,0.008671994119775926,-0.02471877561479778
3.9393939393939394,-0.01943550898463564,0.05289166925656446,0.008315689363588504,-0.023641704370823597
4.040404040404041,-0.018612178295827123,0.05055089235061508,0.00797343557201748,-0.022610139023515375
4.141414141414141,-0.017822631714019006,0.04831123201850576,0.007644718997962729,-0.021622422291159335
4.242424242424242,-0.017065620271421,0.04616893864073171,0.0073290403259215296,-0.020676929700787917
4.343434343434343,-0.01633992544165825,0.04412033137172189,0.007025914671988587,-0.01977206958817987
4.444444444444445,-0.01564435913977128,0.042161798139838905,0.006734871583856008,-0.018906283097860188
4.545454545454545,-0.014977763722216035,0.04028979564737905,0.006455455040813321,-0.01807804418310013
4.646464646464646,-0.014339011986863836,0.03850084937057224,0.006187223453747461,-0.01728585960591721
4.747474747474747,-0.013727007173001418,0.03679155355958215,0.005929749665142778,-0.016528268937075215
4.848484848484849,-0.01314068296133092,0.035158571238506076,0.005682620949081037,-0.015803844556084194
4.94949494949495,-0.012579003473969872,0.033598634205375004,0.00544543901124141,-0.01511119165120045
5.05050505050505,-0.012040963274451224,0.03210854303215361,0.0052178199889004965,-0.014448948219426574
5.151515151515151,-0.011525587367723295,0.030685167064740206,0.004999394450932287,-0.01381578506651138
5.252525252525253,-0.011031931200149836,0.029325444422966817,0.004789807397808203,-0.01321040580694998
5.353535353535354,-0.010559080659509983,0.028026382000599134,0.004588718261597075,-0.012631546863983736
5.454545454545454,-0.010106152074998273,0.026785055465336532,0.004395800905965138,-0.012077977469600269
5.555555555555555,-0.009672292217224647,0.02559860925881203,0.0042107436261760505,-0.011548499664533468
5.656565656565657,-0.009256678298214447,0.02446425659659235,0.004033249149090878,-0.011041948298263484
5.757575757575758,-0.008858517971408415,0.023379279468177902,0.0038630346331681004,-0.010557191029016737
5.858585858585858,-0.008477049331662694,0.02234102863700274,0.003699831668463613,-0.010093128323765901
5.959595959595959,-0.008111540915248829,0.021346923640434605,0.0035433862766307204,-0.009648693458229914
